content,value
@Aliciamares98 Lo mismo me pregunto ya tiene que empezarrrr,N
"@shakira no te puedo llevar en mi bicicleta. Me caí y está descompuesta. Happy to walk with you, tho.",N
"De todas sus mentiras ""No creo que @EPN llegue a la presidencia"" era mi favorita, la mas vil y cruel",N
que triste que mañana empiezo el gym de nuevo,N
son los huevos más pobres que me he comido,N
@JoseeEscobar Pero ya quedaban poquitas de todos modos fijado.,N
"Si sabían que Broca y Wernicke son mejores amigos, cuando Wernicke se confunde, Broca se traba,",NONE
Quiero a mi novia aquí conmigo,N
Antes de un me gustas viene una tierna mirada con una sonrisa,P
"@KatiaCastorena Que tengas Excelente cobertura y excelente viaje, saludos también al Chicharito",P
Lo único malo del frío es que los Winis están duros,N
Mi vecino poniendo musica triste y eso hace que extrañe muchaa cosas,N
"Es que estos dolores, son bárbaros...",N
"@pakechii nop era como payaso de rodeo? Esa si me la sé, bueno no",NEU
"@SirRhosisRGL eso sí, hay raza que de verdad está súper jodida",N
Una rosa más y estoy a dos de volverme loco,N
"@jis_cuva uy si sobretodo nos dieron puras en la sierra están horribles, si al Chávez",N
"Fue una muy pero muy agradable platica, espero repetirlo",P
Hace rato debí de haberme levantado para ir al gym,N
No pude resolver el rompecabezas en Los rios de Alicia y ahora muero de tristeza,N
"Uno no decide de quién se enamora, solo pasa chingaos",N
@RoberHerreraA @ABCDesignated ay amiguito yo esperaba cada domingo para capítulo nuevo,N
@KozkaTripp Cuando vengas a vernos lo compruebas,NONE
"@IvancitoMavelk no estaba de caliente, iba a componer algo con alguien",NEU
Mi novio me vigila en Twitter y ahora todo lo que diga puede ser (y será) usado en mi contra ¡Ayuda!,N
@Osscar_II Jajajaja!! Esque me gustó poquito bb!,P
"@caballeroyfeo Abrimos el programa con esa, peeero ahorita ponemos un cover",NONE
"Bruno amaneció mal, muy mal, ya estamos evaluando aplicarle eutanasia.",N
Recibir una sorpresa inesperada y pasar una noche increible no tiene precio,P
"Pues así, viendo a Luis Videgaray.... No estoy tan pelón",P
@Lian_U send nudes y nubes *le pasa su alias de telegram*,NONE
"@vicmanini Así es Vic, me gustó mucho Bonito Martes",P
"@Abby_Maff pues si amiga, es muy feo",N
@daphnella @goliveros @Tirodopolus las mejores tazitas en la vida yo tengo unos caballitos de tlaque,P
Mi mejor amigo se fue a Los Ángeles.,N
@MrBeat @SuaraMusic @Brunch_BCN Ni que lo digas. Fue muy triste no poder estar pero mis compañeros lo hicieron de maravilla,N
@AbieeFlores comprame unos Voy a morir congelada,N
Lo bueno que nadamas es esta semana,NEU
No quiero ir a la escuelaaaaaa,N
@alevr9 lo importante es que tenemos salud,P
"@HugoLpzC jajaja tonto! Ya se, ya la próxima semana el viernes, lo más seguro!",NEU
Que difícil es tomar una decisión cuando no es para ti,N
"#JamasMePreguntes porq soy linda contigo, Si pregunto como estas es educación, no porq realmente me interese",N
@lcjury no me digas que está perdido lo que te regalé,N
@DanielaLeija ya me dijo mi esposo es una mercería en el 13 y 14 Hidalgo ves hay cosas bien bonitas para pintar,P
Cuando me pongo a dieta mas se me antojan las cosas delis ni modo a seguir comiendo melón,N
Tengo las manos tan congeladas que no quiero trapear,N
No soy una eerta en la cocina pero lo poco que sé siempre me ah funcionado.,P
@CARLOSEES Yo le dije que quería un beso suyo y me rechazó. No te sientas tan triste jajaja,N
"@_cmere sí… son colectivos. Tipo combi, pero menos pobre",NONE
@Rocktor101 consulta virtual o algo en fin Dr. como siempre un gusto saludarle y ya esperándole ... en serio,P
"@leomall2018 Según yo era como aviso, pero ahora sí ya es oficial",NONE
Cada que tengo tiempo libre me pongo a ver vídeos de animales. Los quiero todos ayura.,P
"De nuevo en la escuela, porque agarre inter #matavacaciones",N
@gustragosmaxima deberías poner la de prendido fuego de @ntvgoficial para participar,NONE
@clauu_ruiz14 jajajaja te contestaste tú sola hahaha pero sí tienes razón,P
@nicocmadrid ¡Estamos de acuerdo contigo Nico!,P
"Neta es súper estresante no traer datos, no puedo ver el vídeo y no puedo tuitearte locamente @ElJuanpaZurita #LocurasEnColombiaJZ",N
"@angies_ay ¡Mucha suerte, bonita! Ojalá logres conseguirlos. Saludos a tu bebé",P
No mames este pinche dolor que pedo? ya mejor llévame Diosito.,N
Todos son de 2do cuatri jajaja,NONE
Vengan a alimentarme una semana... Seré un inútil abandonado,N
Extraño los videos de los GMR,N
Esos pequeños momentos de felicidad que apenas duran segundos,P
Que triste levantarme pensando en tacos y no tenerlos,N
Lo que me faltaba... mi sandia está mala,N
@jarhatpacheco Gracias e igual hermoso día,P
#BuenosDias mundo Twittero ya desperté y estoy listo para vivir un dia mas #ExcelenteMartes,P
Esto de mudarme me agota y me da hueva recoger,N
"Un señor toca bien bonito, pero apenas traigo para mi pasaje",P
#luckyLadies no será lo mismo sin shiky que mala onda @nodigamosmas,N
Buen dia @EdWestwick que sea un día maravilloso para ti,P
Empezando el día con una de mis canciones favoritas,P
Hoy ando muy de buenas,P
@Abby_Maff Jajajajajaja no es cierto no se que seria de mi vida sin esas cosas (mensajes),P
@Natsflorees le di sus respectivos buenos días desde las 7am y ya estaba así jajaj no soy yo jajajaj,NEU
@DianaLeealM es de Dianas jaja gracias bella,P
Estoy muy celoso. Pinche Carlos.,N
Ya me estoy saboreando la hamburguesa que me pienso comer el jueves JAJAJAJA ya se k gorda Bye,P
Pagaré una maleta extra para todos nuestros nuevos momentos juntos,P
Lo único que hay para comer es un tomate,N
@GabrielaFlorsc_ una maldita tos que no me deja ni dormir,N
@QueenChingona @HelemVM lo iba a pedir y solo tienen tallas chica,N
La de las indirectas soy yo. Perdón.,N
o sea ... me urge un Dr. @Rocktor101 (escuchó un programa de males digestivos y así),N
"Si quieren que aprenda algo de eso dejen esa materia sola un semestre completo, si no como",NEU
Últimos momentos en medicina familiar y de guardia C,NONE
"@natyamezcua hay pues hay que ver que hacemos para vernos, te extraño, no quiero que te alejes",NEU
Me acabo de tragar un pastel en mood celina,N
"Pobresita jajajaja, no no tendras su amistad de nuevo",N
Hoy le dí asesoría a 1 dude q qería recuperar a su ex. Cada q habla d ella se le ilumina la cara. Voy a hacer lo imposible pa q la logre.,P
"¡Rápido a qué comprar el iPhone 7 antes que saqu...! ¿Cómo, ya lo están presentando el 8? Bueno, ese mero a que com... ¿Ya van en el 9?",NEU
"Sólo y triste bajo el sol en la playa busco amor debe haber un lugar para mí Gentes vienen, gentes van olas, agua, luz, y sal,,, la la la",NEU
Contestarle a mi novio 2hrs y media después porque neta mi celular murió y que me escriba un ¡OH YA!???? O sea neta no me creyó o como??,N
Quien se va de party hoyyy.?? Yooo..!!! Quien trabaja mañana..?? Yooo...!!! quien ira cruda y desvelada al trabajo..??? Yoooo...!!!,P
"-No camines delante de mí, puede que no te siga. No camines detrás de mí, puede que no te guíe. Camina junto a mí y sé mi amigo!!!...",P
"@ArturoSolerdlm ahí te va: ""Dr. Que tengo?"" - 'Hmm como se dice 2+ en ingles?' - ""two more"",'pues eso, tienes un Tu-mor' maligno -",NONE
"Buenos días!!! Lo que sea que venga déjalo venir, lo que sea que se quede, déjalo estar, lo que sea que se va, déjalo ir... Besitos",P
"@sandralf y eso???/ no sabes los gustos de tu macho alfa, lomo plateado, piel de lija, barba de leñador, voz de espartano?????",NEU
"Si si me desperté muy temprano!!!! La verdad creo q me iré en pijama x un cafecito y me regreso a dormir jajaja Ok no, está bien!!!!",P
"Buenos días!!! Lo que sea que venga, déjalo venir; lo que se quede, déjalo estar; lo que se va, déjalo ir... Fluye con la vida... Besitos",P
"Regresar al GYM a completar rehabilitación y darte cuenta q ""tu novio"" q no sabe que es ""tu novio"" ya no es ""tu novio"" xq ya esta mamado!",N
"Sentí muy feo, entré a su Twitter y ya no me sigue  ya valió...ahora si ya se acabó, no me habla por whats y no me sigue en ninguna rs",N
"- Te tengo un trato, préstame tus audífonos y tu adaptador (pausa...larga) - Ah, y el trato? - Ay, préstamelos Negociación 100% real.",P
@Soria2504 Jaja yo lloré cuando se muere María jajaja. Cuando le lleva serenata es lo más hermoso de la vida>>>>>>,P
"No lo sé, no soy sientifiko. Pero publicando que lo eres, solo diciendo que lo eres chambón, ect. No vas a cambiar nada, de nada, de nada",N
"Días!!! No trates de complacer a todos, no le temas al cambio, no vivas en el pasado, no te menosprecies, no pienses de más... Besitos",NEU
Puedo ver ''El sexto sentido'' una y otra vez como Drew B. en 50 first dates y una y otra vez decir... Noo mms!! Él era un fantasma!!!,NONE
lo que más me duele de haber ido a hacer mi examen esque no pude pinches votar PERO YA ESTOY AQUÍ PRROS!!!!!!!!!!! a darle toda la noche,N
"Btw hoy que vino Ferchus me di cuenta que ya tiene la.voz más grave que yo. tiene 12 años... seré viejita pero con voz de bebé, ya me vi.",NEU
"La neta no entiendo a mi crush, creo que ya no me quiere, luego me besa la mano, luego se va con otra idiota, pero bue, eso ya fue",N
"—Mi celular no sirve. —¿Por qué lo dices? —Es que no me llegan sus mensajes. —A lo mejor no te ha mandado mensajes. —QUE NO SIRVE, DIJE!",N
"Ser libre es lo mejor que puedes sentir, dejar de hacerle caso a los demás y hacerte caso a ti mismo es la mejor sensación en la vida",P
"De niño veía luces en el cielo y creía que era un ovni, hoy suena mi cel y pienso que es un msj tuyo, años pasan y sigo igual de pendejo.",N
"31. ¿y tienes el pelo teñido?: Si, ya no lo quiero tener así se me maltrató. 32. si pudieras teñirte el pelo de que color seria?: Negro",NEU
"Que triste es la vida, que me acabo de dar cuenta que NO HAY EMOJIS DE CARNE ASADA!!!!!!!!!!!!!!!!! #fuckingvida",N
"Le dije a mi mama de la perfo en la nariz y me dijo ""ve a verlo"" no sé si me lo dijo así buen pedo o en plan ""te voy a partir la madre""",N
Si el problema no es que Melania Trump se haya desnudado (está muy guapa) el problema es que su marido es un pendeje (lo dije o lo pensé),N
Me pone muy feliz,P
"Desde las 4 que estoy despierto y no me saco esta pregunta de Tú falta de querer, es tan cierta, ""¿Cómo fue que me dejaste de amar?""",N
Ayudo en tareas gratis,P
"@Hernanleb Créeme que si, y lo peor de todo es un iPhone 5 yo tenia el 5s, y ahora quiero el 7 plus mi eterno amor.",P
"@somergb hey! no te creas, si aún mucha gente me dice así, y pues si ya see, no supe ni como ni cuando pasó, hay que vernos!",NEU
"""- Es que ""Don't Be Afraid"" es de los mejores battle themes que se han compuesto jamás - Sí mira, ¿puedes poner la de Traicionera?""",P
"Amigos, el peor fail de mi vida. Creí que era física la revista, y pues es digital. PA' QUÉ VERGAS ME PIDE LA DIRECCIÓN ENTONCES. NEMBE.",N
"Esa sensación cuando cambiarás de cel a uno q' ya no es muy funcional pero amas a uno nuevo que no es la gran cosa, pero ps es lo que hay",NEU
"Días! La belleza de una persona no se mide por la forma en q luce, habla o camina, sino por la forma en q ama, ayuda y comparte.. Besitos",P
"Llegué cómo Don Verga a la posada, lo primero que dije fue ""no voy a tomar"", eso fue a las 9, para las 11, ya llevaba un doce jajajaja",N
"Como kien dice, cada semana es lo mismo jajaja..... Y aún así critican mi vida, siendo q no se fijan en la de ellos Buenas noches y días",N
@GloriaTrevi Quiero pasar la Navidad CONTIGO Di que si  Es tan triste que mi papá ya no esté en la mesa,N
"Lo único bueno del 2016 es ver que para otras personas, fue su mejor año. Dios los reserve en su bendito manto de amor y éxito..... putos",N
"Días! Tú eres el único a cargo de tu felicidad. Deja d darles a los demás el poder d controlar tu sonrisa, tu valor y tu actitud. Besitos",P
"@MarcoEspindola5 Ni pepsi rey ! Perdió el ame !!! La neta se hecho para atrás y eso le peso, Yo digo q era meter a Darwin y Buscar el 2do",N
Unos tacawertz para desayunar!,P
"Hoy es noche buena? Buena o navidad? Buena navidad! ah si paty, paty? Si pâti navidad, que rica como para una noche buena, merde",P
@BTS_twt I LOVE YOU # JIMIN LO JURO ERES HERMOZO EN TODOS LOS SENTIDOS  te juro que eres el chabo mas guapo y lindo para mi,P
Inteligente respuesta de Putin,P
"Todo pasa por algo...y esta vez a mí me ha tocado. ""si te sientes en un abismo solo trata de salirte"" pero no, no es así de fácil",NEU
Hoy mi hermano se va a Italia y yo... no llego ni a chimilco ! quiero irme a las Europas de nuevo  !!!!,N
Lo bueno: vine a Chihuahua. Lo malo: solo una cosa no fue lo que esperaba. Pero: hice nuevos amigos y amigas por fin nueva gente bonita,P
"veo a todas esforzandose por seguir ""normal"" en el fandom pero cuando la persona x la q se esta luchando no colabora al 100, no se puede",N
Cómo le avanzamos ya q mi compañero se tomó la molestía de venir a mi ofi (o sea casa) ahora q voy a comer porq ni tiempo de pedir comida,N
"""No me pueden dar más puto asco los hombres, muéranse ya."" Una nena más en el mundo ha perdido la razón por repetir lo que le dicen.",N
- Este es un asalto!! - tome mi cartera! - Jaja inocente palomita! Te engañé! - UF que alivio! - es una violación - Ay,N
"Le pedi a un par de amigos que calificaran su año y la mayoría fue 8, el mio está en 7 y pues que mierda pero tratare de tener uno mejor",N
Ardido por qué un amigo en fb hizo un video con sus mejores fotos del año y pone hasta a Juan de la chingada y yo salgo en una del montón,N
